"","iso3c","lifeExpec","country","region","year"
"49","ARB",58.4691540769589,"Arab World","Aggregates",1980
"50","ARB",62.9364131813538,"Arab World","Aggregates",1987
"51","ARB",61.1040817626688,"Arab World","Aggregates",1984
"52","ARB",69.203318661499,"Arab World","Aggregates",2006
"53","ARB",60.430139901038,"Arab World","Aggregates",1983
"54","ARB",66.1249644791352,"Arab World","Aggregates",1995
"55","ARB",56.0301229504976,"Arab World","Aggregates",1976
"56","ARB",62.3733260823503,"Arab World","Aggregates",1986
"57","ARB",61.7584836112103,"Arab World","Aggregates",1985
"58","WLD",70.0845333479432,"World","Aggregates",2008
"59","WLD",57.4419987167955,"World","Aggregates",1968
"60","WLD",67.684931242469,"World","Aggregates",2000
"61","WLD",68.2490948215956,"World","Aggregates",2002
"62","WLD",67.9824311271107,"World","Aggregates",2001
"63","WLD",56.1244776057019,"World","Aggregates",1966
"64","WLD",56.8367673015629,"World","Aggregates",1967
"65","WLD",68.5226161081068,"World","Aggregates",2003
"66","WLD",69.7946307272012,"World","Aggregates",2007
"67","WLD",58.0556573852942,"World","Aggregates",1969
"68","WLD",58.6473131856684,"World","Aggregates",1970
"69","WLD",54.0419874581436,"World","Aggregates",1963
"70","WLD",69.4755790872468,"World","Aggregates",2006
"71","WLD",67.4072771432305,"World","Aggregates",1999
"72","WLD",60.1051617640022,"World","Aggregates",1973
"73","WLD",60.5969912057987,"World","Aggregates",1974
"74","WLD",71.2169759187085,"World","Aggregates",2012
"75","WLD",52.5856852723364,"World","Aggregates",1960
"76","WLD",69.1361530747577,"World","Aggregates",2005
"77","WLD",54.7189616291419,"World","Aggregates",1964
"78","WLD",53.5108940613478,"World","Aggregates",1962
"79","WLD",65.7896788766894,"World","Aggregates",1992
"80","WLD",65.9170838037463,"World","Aggregates",1993
"81","WLD",66.3259504720315,"World","Aggregates",1995
"82","WLD",66.615176642129,"World","Aggregates",1996
"83","WLD",67.173119646807,"World","Aggregates",1998
"84","WLD",59.658695288654,"World","Aggregates",1972
"85","WLD",70.684957451304,"World","Aggregates",2010
"86","WLD",70.9737629464897,"World","Aggregates",2011
"87","WLD",64.0180931919901,"World","Aggregates",1984
"88","WLD",65.0213091575822,"World","Aggregates",1988
"89","WLD",68.8625137002373,"World","Aggregates",2004
"90","WLD",55.3858258937797,"World","Aggregates",1965
"91","WLD",61.8726967943753,"World","Aggregates",1977
"92","WLD",61.4551066913121,"World","Aggregates",1976
"93","WLD",62.2283639652568,"World","Aggregates",1978
"94","WLD",66.1273753060939,"World","Aggregates",1994
"95","WLD",62.5847299930682,"World","Aggregates",1979
"96","WLD",66.9133287928664,"World","Aggregates",1997
"97","WLD",59.1733683035917,"World","Aggregates",1971
"98","WLD",64.2683374090867,"World","Aggregates",1985
"99","WLD",70.4067494458765,"World","Aggregates",2009
"100","WLD",61.0385021028496,"World","Aggregates",1975
"101","WLD",64.5643281306515,"World","Aggregates",1986
"102","WLD",64.8156839874767,"World","Aggregates",1987
"103","WLD",53.0890304826269,"World","Aggregates",1961
"104","WLD",63.760132893159,"World","Aggregates",1983
"105","WLD",71.6917019351907,"World","Aggregates",2014
"106","WLD",71.8888042116939,"World","Aggregates",2015
"107","WLD",NA,"World","Aggregates",2016
"108","WLD",71.4620647223118,"World","Aggregates",2013
"109","WLD",62.8658002108481,"World","Aggregates",1980
"110","WLD",63.2006940679257,"World","Aggregates",1981
"111","WLD",63.5192979847577,"World","Aggregates",1982
"112","WLD",65.4343163354526,"World","Aggregates",1990
"113","WLD",65.6239151806211,"World","Aggregates",1991
"114","WLD",65.2404674442328,"World","Aggregates",1989
"115",NA,45.7914224091599,"East Asia & Pacific (excluding high income)",NA,1960
"116",NA,46.2305495431423,"East Asia & Pacific (excluding high income)",NA,1961
"117",NA,46.9410248256455,"East Asia & Pacific (excluding high income)",NA,1962
"118",NA,47.9607158283895,"East Asia & Pacific (excluding high income)",NA,1963
"119",NA,49.2970863122786,"East Asia & Pacific (excluding high income)",NA,1964
"120",NA,50.8745795033207,"East Asia & Pacific (excluding high income)",NA,1965
"121",NA,52.5770261426518,"East Asia & Pacific (excluding high income)",NA,1966
"122",NA,54.2700483637,"East Asia & Pacific (excluding high income)",NA,1967
"123",NA,55.8343156386693,"East Asia & Pacific (excluding high income)",NA,1968
"124",NA,57.2125568727064,"East Asia & Pacific (excluding high income)",NA,1969
"125",NA,58.3787721242122,"East Asia & Pacific (excluding high income)",NA,1970
"126",NA,59.3496108266151,"East Asia & Pacific (excluding high income)",NA,1971
"127",NA,60.1934352411012,"East Asia & Pacific (excluding high income)",NA,1972
"128",NA,60.9696104372566,"East Asia & Pacific (excluding high income)",NA,1973
"129",NA,61.6963057706553,"East Asia & Pacific (excluding high income)",NA,1974
"130",NA,62.3852983144391,"East Asia & Pacific (excluding high income)",NA,1975
"131",NA,63.0424538747652,"East Asia & Pacific (excluding high income)",NA,1976
"132",NA,63.6594868708106,"East Asia & Pacific (excluding high income)",NA,1977
"133",NA,64.2317939835622,"East Asia & Pacific (excluding high income)",NA,1978
"134",NA,64.7574237818907,"East Asia & Pacific (excluding high income)",NA,1979
"135",NA,65.2345613094759,"East Asia & Pacific (excluding high income)",NA,1980
"136",NA,65.6647800467114,"East Asia & Pacific (excluding high income)",NA,1981
"137",NA,66.0542034916872,"East Asia & Pacific (excluding high income)",NA,1982
"138",NA,66.4050390783657,"East Asia & Pacific (excluding high income)",NA,1983
"139",NA,66.7226517546204,"East Asia & Pacific (excluding high income)",NA,1984
"140",NA,67.0112759739902,"East Asia & Pacific (excluding high income)",NA,1985
"141",NA,67.2734432627683,"East Asia & Pacific (excluding high income)",NA,1986
"142",NA,67.5107824813953,"East Asia & Pacific (excluding high income)",NA,1987
"143",NA,67.7266147919919,"East Asia & Pacific (excluding high income)",NA,1988
"144",NA,67.9271092781966,"East Asia & Pacific (excluding high income)",NA,1989
"145",NA,68.1157897720164,"East Asia & Pacific (excluding high income)",NA,1990
"146",NA,68.296620151372,"East Asia & Pacific (excluding high income)",NA,1991
"147",NA,68.4725263025682,"East Asia & Pacific (excluding high income)",NA,1992
"148",NA,68.651802527293,"East Asia & Pacific (excluding high income)",NA,1993
"149",NA,68.8412072661817,"East Asia & Pacific (excluding high income)",NA,1994
"150",NA,69.0532482885035,"East Asia & Pacific (excluding high income)",NA,1995
"151",NA,69.2992044223362,"East Asia & Pacific (excluding high income)",NA,1996
"152",NA,69.5807413244491,"East Asia & Pacific (excluding high income)",NA,1997
"153",NA,69.896008876372,"East Asia & Pacific (excluding high income)",NA,1998
"154",NA,70.2403171420802,"East Asia & Pacific (excluding high income)",NA,1999
"155",NA,70.6051858910269,"East Asia & Pacific (excluding high income)",NA,2000
"156",NA,70.97948589832,"East Asia & Pacific (excluding high income)",NA,2001
"157",NA,71.3489081725977,"East Asia & Pacific (excluding high income)",NA,2002
"158",NA,71.7013347682365,"East Asia & Pacific (excluding high income)",NA,2003
"159",NA,72.0304610483094,"East Asia & Pacific (excluding high income)",NA,2004
"160",NA,72.3309373736474,"East Asia & Pacific (excluding high income)",NA,2005
"161",NA,72.6022770747354,"East Asia & Pacific (excluding high income)",NA,2006
"162",NA,72.8495129838607,"East Asia & Pacific (excluding high income)",NA,2007
"163",NA,73.0791793000196,"East Asia & Pacific (excluding high income)",NA,2008
"164",NA,73.293020181898,"East Asia & Pacific (excluding high income)",NA,2009
"165",NA,73.4914280141957,"East Asia & Pacific (excluding high income)",NA,2010
"166",NA,73.6778679758065,"East Asia & Pacific (excluding high income)",NA,2011
"167",NA,73.853010071483,"East Asia & Pacific (excluding high income)",NA,2012
"168",NA,74.0209686416007,"East Asia & Pacific (excluding high income)",NA,2013
"169",NA,74.1831502569387,"East Asia & Pacific (excluding high income)",NA,2014
"170",NA,74.3418307770703,"East Asia & Pacific (excluding high income)",NA,2015
"171",NA,NA,"East Asia & Pacific (excluding high income)",NA,2016
"172",NA,63.4009271820564,"Europe & Central Asia (excluding high income)",NA,1960
"173",NA,63.9176460225321,"Europe & Central Asia (excluding high income)",NA,1961
"174",NA,64.3094852524451,"Europe & Central Asia (excluding high income)",NA,1962
"175",NA,64.6720652852624,"Europe & Central Asia (excluding high income)",NA,1963
"176",NA,64.9686720477039,"Europe & Central Asia (excluding high income)",NA,1964
"177",NA,65.1924975284684,"Europe & Central Asia (excluding high income)",NA,1965
"178",NA,65.3615544594664,"Europe & Central Asia (excluding high income)",NA,1966
"179",NA,65.480414972333,"Europe & Central Asia (excluding high income)",NA,1967
"180",NA,65.6238928794871,"Europe & Central Asia (excluding high income)",NA,1968
"181",NA,65.7105039360518,"Europe & Central Asia (excluding high income)",NA,1969
"182",NA,65.9540815671891,"Europe & Central Asia (excluding high income)",NA,1970
"183",NA,66.1575304383214,"Europe & Central Asia (excluding high income)",NA,1971
"184",NA,66.202746551844,"Europe & Central Asia (excluding high income)",NA,1972
"185",NA,66.3127439331508,"Europe & Central Asia (excluding high income)",NA,1973
"186",NA,66.417604731526,"Europe & Central Asia (excluding high income)",NA,1974
"187",NA,66.2485636323235,"Europe & Central Asia (excluding high income)",NA,1975
"188",NA,66.2361238507008,"Europe & Central Asia (excluding high income)",NA,1976
"189",NA,66.2464535554154,"Europe & Central Asia (excluding high income)",NA,1977
"190",NA,66.3095550858713,"Europe & Central Asia (excluding high income)",NA,1978
"191",NA,66.2510966355749,"Europe & Central Asia (excluding high income)",NA,1979
"192",NA,66.3713890021137,"Europe & Central Asia (excluding high income)",NA,1980
"193",NA,66.5861428054884,"Europe & Central Asia (excluding high income)",NA,1981
"194",NA,66.9174678944366,"Europe & Central Asia (excluding high income)",NA,1982
"195",NA,67.0331164508947,"Europe & Central Asia (excluding high income)",NA,1983
"196",NA,67.0272110110889,"Europe & Central Asia (excluding high income)",NA,1984
"197",NA,67.4404024236368,"Europe & Central Asia (excluding high income)",NA,1985
"198",NA,68.1954299800517,"Europe & Central Asia (excluding high income)",NA,1986
"199",NA,68.3655403971656,"Europe & Central Asia (excluding high income)",NA,1987
"200",NA,68.4398009963576,"Europe & Central Asia (excluding high income)",NA,1988
"201",NA,68.3997411349945,"Europe & Central Asia (excluding high income)",NA,1989
"202",NA,68.2825405783435,"Europe & Central Asia (excluding high income)",NA,1990
"203",NA,68.0407292567338,"Europe & Central Asia (excluding high income)",NA,1991
"204",NA,67.3984307286266,"Europe & Central Asia (excluding high income)",NA,1992
"205",NA,66.5560795118637,"Europe & Central Asia (excluding high income)",NA,1993
"206",NA,66.3173721662813,"Europe & Central Asia (excluding high income)",NA,1994
"207",NA,66.3725187439688,"Europe & Central Asia (excluding high income)",NA,1995
"208",NA,66.8632728208831,"Europe & Central Asia (excluding high income)",NA,1996
"209",NA,67.4645496821671,"Europe & Central Asia (excluding high income)",NA,1997
"210",NA,67.7927713636858,"Europe & Central Asia (excluding high income)",NA,1998
"211",NA,67.6532614483877,"Europe & Central Asia (excluding high income)",NA,1999
"212",NA,67.7096270702222,"Europe & Central Asia (excluding high income)",NA,2000
"213",NA,67.8947414193025,"Europe & Central Asia (excluding high income)",NA,2001
"214",NA,67.9186971411795,"Europe & Central Asia (excluding high income)",NA,2002
"215",NA,68.0477223127764,"Europe & Central Asia (excluding high income)",NA,2003
"216",NA,68.3786205566275,"Europe & Central Asia (excluding high income)",NA,2004
"217",NA,68.5102338089124,"Europe & Central Asia (excluding high income)",NA,2005
"218",NA,69.1308994312588,"Europe & Central Asia (excluding high income)",NA,2006
"219",NA,69.6322653670939,"Europe & Central Asia (excluding high income)",NA,2007
"220",NA,69.9237440965601,"Europe & Central Asia (excluding high income)",NA,2008
"221",NA,70.5178808992272,"Europe & Central Asia (excluding high income)",NA,2009
"222",NA,70.8194731467613,"Europe & Central Asia (excluding high income)",NA,2010
"223",NA,71.3802678628305,"Europe & Central Asia (excluding high income)",NA,2011
"224",NA,71.702601979773,"Europe & Central Asia (excluding high income)",NA,2012
"225",NA,72.0929715622282,"Europe & Central Asia (excluding high income)",NA,2013
"226",NA,72.2951293804022,"Europe & Central Asia (excluding high income)",NA,2014
"227",NA,72.4668919460751,"Europe & Central Asia (excluding high income)",NA,2015
"228",NA,NA,"Europe & Central Asia (excluding high income)",NA,2016
"229","SAS",57.7341188210354,"South Asia","Aggregates",1989
"230","SAS",42.5992815404042,"South Asia","Aggregates",1961
"231","SAS",61.1277287205126,"South Asia","Aggregates",1996
"232","SAS",60.6581856645793,"South Asia","Aggregates",1995
"233","SAS",58.2039918473641,"South Asia","Aggregates",1990
"234","SAS",54.0349078188524,"South Asia","Aggregates",1980
"235","SAS",41.9591841290938,"South Asia","Aggregates",1960
"236","SAS",55.3015182565013,"South Asia","Aggregates",1983
"237","SAS",56.0636189544869,"South Asia","Aggregates",1985
"238","SAS",56.4529469812998,"South Asia","Aggregates",1986
"239","SAS",54.9054019094248,"South Asia","Aggregates",1982
"240","SAS",50.5020910446736,"South Asia","Aggregates",1974
"241","SAS",49.2585705247506,"South Asia","Aggregates",1972
"242","SAS",43.2432137749985,"South Asia","Aggregates",1962
"243","SAS",57.2856067063495,"South Asia","Aggregates",1988
"244","SAS",60.1759888614734,"South Asia","Aggregates",1994
"245","SAS",59.6845015363369,"South Asia","Aggregates",1993
"246","SAS",59.1884522291894,"South Asia","Aggregates",1992
"247","SAS",68.4854529756848,"South Asia","Aggregates",2015
"248","SAS",54.4862155731027,"South Asia","Aggregates",1981
"249","SAS",45.8066922930696,"South Asia","Aggregates",1966
"250","SAS",55.6839595704408,"South Asia","Aggregates",1984
"251","SAS",46.9967838634825,"South Asia","Aggregates",1968
"252","SAS",56.8589912187154,"South Asia","Aggregates",1987
"253","SAS",48.1140483387504,"South Asia","Aggregates",1970
"254","SAS",48.6754426351343,"South Asia","Aggregates",1971
"255","SAS",61.5848379201346,"South Asia","Aggregates",1997
"256","SAS",62.0289280237119,"South Asia","Aggregates",1998
"257","SAS",62.4594773146031,"South Asia","Aggregates",1999
"258","SAS",58.6923933876463,"South Asia","Aggregates",1991
"259","SAS",53.5351152878117,"South Asia","Aggregates",1979
"260","SAS",44.5361176763363,"South Asia","Aggregates",1964
"261","SAS",52.9905618075829,"South Asia","Aggregates",1978
"262","SAS",NA,"South Asia","Aggregates",2016
"263","SAS",46.4132844581715,"South Asia","Aggregates",1967
"264","SAS",64.0685871702388,"South Asia","Aggregates",2003
"265","SAS",47.559541383464,"South Asia","Aggregates",1969
"266","SAS",64.8479371414257,"South Asia","Aggregates",2005
"267","SAS",65.2434612985664,"South Asia","Aggregates",2006
"268","SAS",51.1460187631758,"South Asia","Aggregates",1975
"269","SAS",51.78695161809,"South Asia","Aggregates",1976
"270","SAS",67.220959633014,"South Asia","Aggregates",2011
"271","SAS",52.405613732854,"South Asia","Aggregates",1977
"272","SAS",43.8863913420273,"South Asia","Aggregates",1963
"273","SAS",67.9066510425623,"South Asia","Aggregates",2013
"274","SAS",45.1786857834747,"South Asia","Aggregates",1965
"275","SAS",66.8430869287156,"South Asia","Aggregates",2010
"276","SAS",63.677156339659,"South Asia","Aggregates",2002
"277","SAS",66.0473352546471,"South Asia","Aggregates",2008
"278","SAS",64.4571016055693,"South Asia","Aggregates",2004
"279","SAS",68.2091684464677,"South Asia","Aggregates",2014
"280","SAS",66.4492318568072,"South Asia","Aggregates",2009
"281","SAS",67.577335619182,"South Asia","Aggregates",2012
"282","SAS",49.8691740239059,"South Asia","Aggregates",1973
"283","SAS",63.2810440168042,"South Asia","Aggregates",2001
"284","SAS",62.8766850001423,"South Asia","Aggregates",2000
"285","SAS",65.6445228072675,"South Asia","Aggregates",2007
"286","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1979
"287","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2008
"288","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2011
"289","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2012
"290","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2006
"291","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2009
"292","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1976
"293","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1970
"294","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1980
"295","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2013
"296","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2005
"297","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1985
"298","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1977
"299","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1978
"300","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2010
"301","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2004
"302","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1962
"303","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2007
"304","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1966
"305","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1967
"306","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1968
"307","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1971
"308","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1983
"309","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2014
"310","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1999
"311","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1974
"312","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1975
"313","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1973
"314","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1988
"315","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1960
"316","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1963
"317","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1964
"318","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1981
"319","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1982
"320","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1969
"321","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1996
"322","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1984
"323","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1997
"324","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2015
"325","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2016
"326","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2001
"327","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2002
"328","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2003
"329","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1961
"330","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1990
"331","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1965
"332","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1992
"333","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1993
"334","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1994
"335","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1995
"336","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1986
"337","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1998
"338","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1972
"339","AND",NA,"Andorra","Europe & Central Asia (all income levels)",2000
"340","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1991
"341","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1987
"342","AND",NA,"Andorra","Europe & Central Asia (all income levels)",1989
"343","ARE",54.3764878048781,"United Arab Emirates","Middle East & North Africa (all income levels)",1962
"344","ARE",72.3771951219512,"United Arab Emirates","Middle East & North Africa (all income levels)",1992
"345","ARE",70.8580731707317,"United Arab Emirates","Middle East & North Africa (all income levels)",1987
"346","ARE",71.185756097561,"United Arab Emirates","Middle East & North Africa (all income levels)",1988
"347","ARE",69.775243902439,"United Arab Emirates","Middle East & North Africa (all income levels)",1984
"348","ARE",72.0941219512195,"United Arab Emirates","Middle East & North Africa (all income levels)",1991
"349","ARE",57.4611951219512,"United Arab Emirates","Middle East & North Africa (all income levels)",1965
"350","ARE",58.4493414634146,"United Arab Emirates","Middle East & North Africa (all income levels)",1966
"351","ARE",71.8020243902439,"United Arab Emirates","Middle East & North Africa (all income levels)",1990
"352","ARE",53.3340487804878,"United Arab Emirates","Middle East & North Africa (all income levels)",1961
"353","ARE",74.2500243902439,"United Arab Emirates","Middle East & North Africa (all income levels)",1999
"354","ARE",55.415,"United Arab Emirates","Middle East & North Africa (all income levels)",1963
"355","ARE",68.9599756097561,"United Arab Emirates","Middle East & North Africa (all income levels)",1982
"356","ARE",69.3778780487805,"United Arab Emirates","Middle East & North Africa (all income levels)",1983
"357","ARE",70.1545609756098,"United Arab Emirates","Middle East & North Africa (all income levels)",1985
"358","ARE",74.5094634146341,"United Arab Emirates","Middle East & North Africa (all income levels)",2000
"359","ARE",74.7668780487805,"United Arab Emirates","Middle East & North Africa (all income levels)",2001
"360","ARE",71.4994146341463,"United Arab Emirates","Middle East & North Africa (all income levels)",1989
"361","ARE",56.4460731707317,"United Arab Emirates","Middle East & North Africa (all income levels)",1964
"362","ARE",65.3785609756098,"United Arab Emirates","Middle East & North Africa (all income levels)",1975
"363","ARE",75.0183170731707,"United Arab Emirates","Middle East & North Africa (all income levels)",2002
"364","ARE",52.2887073170732,"United Arab Emirates","Middle East & North Africa (all income levels)",1960
"365","ARE",73.7239024390244,"United Arab Emirates","Middle East & North Africa (all income levels)",1997
"366","ARE",73.987512195122,"United Arab Emirates","Middle East & North Africa (all income levels)",1998
"367","ARE",73.4586341463415,"United Arab Emirates","Middle East & North Africa (all income levels)",1996
"368","ARE",59.4004634146342,"United Arab Emirates","Middle East & North Africa (all income levels)",1967
"369","ARE",68.5205365853659,"United Arab Emirates","Middle East & North Africa (all income levels)",1981
"370","ARE",61.1620731707317,"United Arab Emirates","Middle East & North Africa (all income levels)",1969
"371","ARE",70.5153414634146,"United Arab Emirates","Middle East & North Africa (all income levels)",1986
"372","ARE",62.7224390243903,"United Arab Emirates","Middle East & North Africa (all income levels)",1971
"373","ARE",63.4362926829268,"United Arab Emirates","Middle East & North Africa (all income levels)",1972
"374","ARE",64.1140975609756,"United Arab Emirates","Middle East & North Africa (all income levels)",1973
"375","ARE",64.7608536585366,"United Arab Emirates","Middle East & North Africa (all income levels)",1974
"376","ARE",66.5288780487805,"United Arab Emirates","Middle East & North Africa (all income levels)",1977
"377","ARE",75.2638292682927,"United Arab Emirates","Middle East & North Africa (all income levels)",2003
"378","ARE",75.5014146341463,"United Arab Emirates","Middle East & North Africa (all income levels)",2004
"379","ARE",72.9242926829268,"United Arab Emirates","Middle East & North Africa (all income levels)",1994
"380","ARE",73.1922682926829,"United Arab Emirates","Middle East & North Africa (all income levels)",1995
"381","ARE",76.3404146341464,"United Arab Emirates","Middle East & North Africa (all income levels)",2008
"382","ARE",60.3060487804878,"United Arab Emirates","Middle East & North Africa (all income levels)",1968
"383","ARE",76.6948780487805,"United Arab Emirates","Middle East & North Africa (all income levels)",2010
"384","ARE",61.9670487804878,"United Arab Emirates","Middle East & North Africa (all income levels)",1970
"385","ARE",77.175,"United Arab Emirates","Middle East & North Africa (all income levels)",2013
"386","ARE",76.5224390243903,"United Arab Emirates","Middle East & North Africa (all income levels)",2009
"387","ARE",NA,"United Arab Emirates","Middle East & North Africa (all income levels)",2016
"388","ARE",76.8597804878049,"United Arab Emirates","Middle East & North Africa (all income levels)",2011
"389","ARE",68.0580487804878,"United Arab Emirates","Middle East & North Africa (all income levels)",1980
"390","ARE",67.0634634146341,"United Arab Emirates","Middle East & North Africa (all income levels)",1978
"391","ARE",75.9441951219512,"United Arab Emirates","Middle East & North Africa (all income levels)",2006
"392","ARE",72.6532682926829,"United Arab Emirates","Middle East & North Africa (all income levels)",1993
"393","ARE",76.1483414634147,"United Arab Emirates","Middle East & North Africa (all income levels)",2007
"394","ARE",77.0191463414634,"United Arab Emirates","Middle East & North Africa (all income levels)",2012
"395","ARE",65.968243902439,"United Arab Emirates","Middle East & North Africa (all income levels)",1976
"396","ARE",77.484243902439,"United Arab Emirates","Middle East & North Africa (all income levels)",2015
"397","ARE",67.5730243902439,"United Arab Emirates","Middle East & North Africa (all income levels)",1979
"398","ARE",75.7285365853659,"United Arab Emirates","Middle East & North Africa (all income levels)",2005
"399","ARE",77.3293658536585,"United Arab Emirates","Middle East & North Africa (all income levels)",2014
"400","AFG",62.0929756097561,"Afghanistan","South Asia",2012
"401","AFG",61.674243902439,"Afghanistan","South Asia",2011
"402","AFG",48.1704634146341,"Afghanistan","South Asia",1988
"403","AFG",NA,"Afghanistan","South Asia",2016
"404","AFG",41.2588048780488,"Afghanistan","South Asia",1979
"405","AFG",49.0313658536585,"Afghanistan","South Asia",1989
"406","AFG",63.2981951219512,"Afghanistan","South Asia",2015
"407","AFG",46.4276585365854,"Afghanistan","South Asia",1986
"408","AFG",49.8578048780488,"Afghanistan","South Asia",1990
